1,1,24.944,7.185,10.000,10.000,1.000,-1,-1,-1
1,2,18.461,16.398,10.000,10.000,1.000,-1,-1,-1
2,1,24.172,7.402,10.000,10.000,1.000,-1,-1,-1
2,2,18.106,16.383,10.000,10.000,1.000,-1,-1,-1
3,1,23.400,7.619,10.000,10.000,1.000,-1,-1,-1
3,2,17.751,16.368,10.000,10.000,1.000,-1,-1,-1
4,1,22.628,7.836,10.000,10.000,1.000,-1,-1,-1
4,2,17.395,16.352,10.000,10.000,1.000,-1,-1,-1
5,1,21.856,8.053,10.000,10.000,1.000,-1,-1,-1
5,2,17.040,16.337,10.000,10.000,1.000,-1,-1,-1
6,1,21.084,8.269,10.000,10.000,1.000,-1,-1,-1
6,2,16.685,16.322,10.000,10.000,1.000,-1,-1,-1
7,1,20.312,8.486,10.000,10.000,1.000,-1,-1,-1
7,2,16.329,16.307,10.000,10.000,1.000,-1,-1,-1
8,1,19.540,8.703,10.000,10.000,1.000,-1,-1,-1
8,2,15.974,16.292,10.000,10.000,1.000,-1,-1,-1
9,1,18.767,8.920,10.000,10.000,1.000,-1,-1,-1
9,2,15.618,16.277,10.000,10.000,1.000,-1,-1,-1
10,1,17.995,9.137,10.000,10.000,1.000,-1,-1,-1
10,2,15.263,16.262,10.000,10.000,1.000,-1,-1,-1
11,1,17.223,9.354,10.000,10.000,1.000,-1,-1,-1
11,2,14.908,16.247,10.000,10.000,1.000,-1,-1,-1
12,1,16.451,9.571,10.000,10.000,1.000,-1,-1,-1
12,2,14.552,16.232,10.000,10.000,1.000,-1,-1,-1
13,11,16.430,9.324,10.000,10.000,1.000,-1,-1,-1
13,12,29.654,19.971,10.000,10.000,1.000,-1,-1,-1
14,11,16.130,10.156,10.000,10.000,1.000,-1,-1,-1
14,12,30.512,20.266,10.000,10.000,1.000,-1,-1,-1
15,11,15.831,10.988,10.000,10.000,1.000,-1,-1,-1
15,12,31.370,20.561,10.000,10.000,1.000,-1,-1,-1
16,11,15.531,11.820,10.000,10.000,1.000,-1,-1,-1
16,12,32.228,20.857,10.000,10.000,1.000,-1,-1,-1
17,11,15.231,12.652,10.000,10.000,1.000,-1,-1,-1
17,12,33.086,21.152,10.000,10.000,1.000,-1,-1,-1
18,11,14.932,13.485,10.000,10.000,1.000,-1,-1,-1
18,12,33.945,21.447,10.000,10.000,1.000,-1,-1,-1
19,11,14.632,14.317,10.000,10.000,1.000,-1,-1,-1
19,12,34.803,21.742,10.000,10.000,1.000,-1,-1,-1
20,11,14.332,15.149,10.000,10.000,1.000,-1,-1,-1
20,12,35.661,22.037,10.000,10.000,1.000,-1,-1,-1
21,11,14.033,15.981,10.000,10.000,1.000,-1,-1,-1
21,12,36.519,22.332,10.000,10.000,1.000,-1,-1,-1
22,11,13.733,16.813,10.000,10.000,1.000,-1,-1,-1
22,12,37.377,22.627,10.000,10.000,1.000,-1,-1,-1
23,11,13.433,17.646,10.000,10.000,1.000,-1,-1,-1
23,12,38.235,22.922,10.000,10.000,1.000,-1,-1,-1
24,11,13.134,18.478,10.000,10.000,1.000,-1,-1,-1
24,12,39.093,23.218,10.000,10.000,1.000,-1,-1,-1
25,21,17.580,14.053,10.000,10.000,1.000,-1,-1,-1
25,22,5.288,26.919,10.000,10.000,1.000,-1,-1,-1
26,21,17.228,14.734,10.000,10.000,1.000,-1,-1,-1
26,22,5.179,26.555,10.000,10.000,1.000,-1,-1,-1
27,21,16.876,15.415,10.000,10.000,1.000,-1,-1,-1
27,22,5.070,26.190,10.000,10.000,1.000,-1,-1,-1
28,21,16.525,16.096,10.000,10.000,1.000,-1,-1,-1
28,22,5.039,25.826,10.000,10.000,1.000,-1,-1,-1
29,21,16.173,16.776,10.000,10.000,1.000,-1,-1,-1
29,22,5.148,25.462,10.000,10.000,1.000,-1,-1,-1
30,21,15.821,17.457,10.000,10.000,1.000,-1,-1,-1
30,22,5.257,25.098,10.000,10.000,1.000,-1,-1,-1
31,21,15.470,18.138,10.000,10.000,1.000,-1,-1,-1
31,22,5.366,24.734,10.000,10.000,1.000,-1,-1,-1
32,21,15.118,18.819,10.000,10.000,1.000,-1,-1,-1
32,22,5.475,24.369,10.000,10.000,1.000,-1,-1,-1
33,21,14.766,19.500,10.000,10.000,1.000,-1,-1,-1
33,22,5.584,24.005,10.000,10.000,1.000,-1,-1,-1
34,21,14.414,20.180,10.000,10.000,1.000,-1,-1,-1
34,22,5.694,23.641,10.000,10.000,1.000,-1,-1,-1
35,21,14.063,20.861,10.000,10.000,1.000,-1,-1,-1
35,22,5.803,23.277,10.000,10.000,1.000,-1,-1,-1
36,21,13.711,21.542,10.000,10.000,1.000,-1,-1,-1
36,22,5.912,22.913,10.000,10.000,1.000,-1,-1,-1
